transaction_id,customer_id,product_name,quantity,unit_price,total_price,purchase_date,store_location,payment_method,is_returned
592,592,Bread - Kimel Stick Poly,20,618.25,6131.4,8/3/2021,19th Floor,credit card,false
593,593,Glaze - Clear,84,128.33,2461.09,11/16/2021,6th Floor,credit card,true
594,594,Ecolab Crystal Fusion,53,316.55,1141.34,12/2/2021,PO Box 42235,cash,true
595,595,"Soup - Campbells, Spinach Crm",5,841.2,3543.67,12/20/2021,Room 730,debit card,true
596,596,Rappini - Andy Boy,26,549.16,2380.58,3/4/2021,3rd Floor,debit card,true
597,597,Nantucket Orange Juice,55,493.58,7150.46,3/21/2021,3rd Floor,cash,true
598,598,Cup - 4oz Translucent,51,474.95,7528.34,4/5/2021,Apt 262,cash,true
599,599,"Beans - Kidney, Red Dry",96,614.02,5663.07,8/16/2021,Suite 44,debit card,true
600,600,Chocolate Bar - Oh Henry,62,734.88,7356.49,2/11/2021,6th Floor,debit card,false
601,601,"Lentils - Green, Dry",68,214.2,7474.89,5/6/2021,Room 1202,credit card,true
602,602,Turkey Tenderloin Frozen,100,519.92,3569.7,9/6/2021,Suite 6,cash,false
603,603,Tomato Paste,2,621.53,1432.42,6/8/2021,Suite 45,cash,true
604,604,Wine - Rhine Riesling Wolf Blass,54,926.22,6694.43,12/7/2021,PO Box 99737,debit card,false
605,605,"Wine - Red, Black Opal Shiraz",5,217.69,7257.42,2/4/2021,Room 357,credit card,true
606,606,Dragon Fruit,58,977.67,3034.11,6/13/2021,Apt 1282,debit card,true
607,607,Dc Hikiage Hira Huba,97,34.25,7828.7,9/6/2021,Room 682,debit card,false
608,608,"Quail - Whole, Bone - In",74,492.67,8454.45,10/8/2021,Suite 38,debit card,false
609,609,Jameson - Irish Whiskey,52,643.13,6254.49,2/3/2021,PO Box 21284,cash,false
610,610,Ham - Cooked Italian,31,143.87,6651.93,10/12/2021,Apt 133,debit card,false
611,611,Eggplant - Baby,73,626.43,4594.57,3/21/2021,Apt 1392,cash,true
612,612,Bacardi Raspberry,15,890.16,5731.96,8/15/2021,PO Box 31415,credit card,false
613,613,"Artichokes - Knobless, White",68,312.1,3517.69,6/5/2021,Room 656,cash,true
614,614,Wine - Stoneliegh Sauvignon,44,756.37,6739.34,6/14/2021,Suite 90,credit card,true
615,615,Bread - Pumpernickel,98,400.65,2280.25,3/26/2021,PO Box 22633,debit card,true
616,616,Cleaner - Pine Sol,93,827.31,6922.19,1/26/2021,Apt 1470,debit card,true
617,617,Rabbit - Legs,63,304.75,6009.09,10/9/2021,Apt 49,debit card,true
618,618,Olives - Nicoise,63,421.18,7244.41,12/16/2021,Room 1060,debit card,false
619,619,Bowl 12 Oz - Showcase 92012,63,487.59,2923.32,3/20/2021,PO Box 63165,debit card,false
620,620,Muffin Batt - Blueberry Passion,97,616.7,7147.29,7/10/2021,Apt 359,credit card,true
621,621,"Oil - Truffle, White",100,425.23,9695.27,4/20/2021,Apt 1466,cash,true
622,622,Kirsch - Schloss,45,684.74,6265.16,8/29/2021,PO Box 40895,cash,false
623,623,Cake - Cheese Cake 9 Inch,55,237.99,9788.58,8/5/2021,Apt 1679,debit card,false
624,624,Lettuce - Red Leaf,33,724.22,9149.41,2/2/2021,Apt 591,debit card,false
625,625,Beans - Fava Fresh,21,108.08,2557.68,11/10/2021,PO Box 60196,credit card,false
626,626,"Soup - Beef, Base Mix",35,20.15,4266.16,4/18/2021,Suite 100,cash,false
627,627,Gatorade - Lemon Lime,66,914.21,2194.34,10/6/2021,14th Floor,cash,false
628,628,Yeast Dry - Fermipan,93,431.29,7961.31,6/21/2021,Suite 61,cash,true
629,629,"Lemonade - Island Tea, 591 Ml",62,259.52,1202.89,2/10/2021,Apt 1315,debit card,true
630,630,Sugar - Invert,18,245.26,8228.25,1/8/2021,Suite 76,cash,false
631,631,"Wine - White, Colubia Cresh",47,333.47,6149.17,4/13/2021,Apt 1974,debit card,true
632,632,Muffin Batt - Carrot Spice,49,855.41,5776.25,10/19/2021,Room 1598,debit card,false
633,633,Tahini Paste,20,402.91,8770.13,8/23/2021,15th Floor,cash,true
634,634,Appetiser - Bought,30,50.2,3587.78,8/16/2021,19th Floor,credit card,false
635,635,Tomatoes - Cherry,35,863.17,9858.54,1/5/2021,Apt 1088,debit card,false
636,636,Salt And Pepper Mix - White,74,564.78,3857.5,3/7/2021,Suite 30,credit card,false
637,637,"Cod - Salted, Boneless",53,809.41,4206.29,1/16/2021,Suite 97,debit card,true
638,638,Oysters - Smoked,69,351.64,6258.97,1/30/2021,Room 632,credit card,false
639,639,"Wine - Red, Colio Cabernet",52,203.7,8679.2,6/27/2021,Suite 10,cash,false
640,640,Spice - Peppercorn Melange,3,163.88,6313.08,9/13/2021,2nd Floor,credit card,false
641,641,Soup - Campbells Mac N Cheese,22,585.59,5914.7,1/28/2021,Suite 60,debit card,false
642,642,Pork - Smoked Back Bacon,37,918.81,3491.46,3/31/2021,1st Floor,credit card,true
643,643,Broom - Push,11,812.49,6367.82,10/8/2021,6th Floor,credit card,true
644,644,Bread - Corn Muffaletta,19,613.54,3835.68,8/16/2021,PO Box 36692,credit card,false
645,645,Lettuce Romaine Chopped,54,106.77,5869.71,11/12/2021,Room 1098,cash,true
646,646,"Lemonade - Mandarin, 591 Ml",3,703.34,8799.08,9/18/2021,PO Box 47796,debit card,true
647,647,"Napkin - Cocktail,beige 2 - Ply",24,418.21,6588.84,10/11/2021,Apt 914,cash,false
648,648,Fudge - Cream Fudge,68,438.89,7985.92,9/12/2021,Room 1948,credit card,true
649,649,"Mushroom - Oyster, Fresh",60,889.72,5054.87,11/14/2021,Apt 1461,cash,true
650,650,"Beef - Chuck, Boneless",6,910.38,529.98,2/28/2021,Room 303,cash,true
651,651,Longos - Chicken Curried,37,401.45,3352.4,8/11/2021,Suite 13,debit card,false
652,652,Wine - Pinot Grigio Collavini,86,860.44,5143.49,4/30/2021,Apt 321,debit card,true
653,653,Wine - Chateau Timberlay,81,992.08,2040.76,3/7/2021,1st Floor,cash,false
654,654,Pastry - Cherry Danish - Mini,50,517.67,5390.76,10/25/2021,PO Box 53914,debit card,true
655,655,Sprouts - Pea,4,379.12,6225.17,5/13/2021,Suite 15,cash,true
656,656,"Octopus - Baby, Cleaned",85,70.39,3630.68,1/26/2021,Suite 26,cash,false
657,657,Milk - 2%,2,346.41,9976.69,12/11/2021,Suite 84,credit card,false
658,658,Foil - 4oz Custard Cup,75,815.81,4229.51,12/22/2021,Apt 445,cash,false
659,659,Edible Flower - Mixed,69,814.28,9184.52,8/30/2021,Room 891,debit card,true
660,660,Lotus Rootlets - Canned,49,660.29,1284.11,1/6/2021,11th Floor,cash,false
661,661,Crab Meat Claw Pasteurise,88,99.74,5617.12,7/1/2021,2nd Floor,credit card,true
662,662,"Rum - Cream, Amarula",7,276.15,3284.07,6/10/2021,Apt 56,credit card,false
663,663,"Pasta - Cannelloni, Sheets, Fresh",34,958.41,8531.63,12/19/2021,6th Floor,debit card,true
664,664,"Hickory Smoke, Liquid",19,347.87,1498.29,12/15/2021,6th Floor,cash,true
665,665,Apricots - Halves,92,627.6,7466.53,12/26/2021,16th Floor,cash,true
666,666,Oranges,45,929.73,6464.47,10/19/2021,PO Box 12501,credit card,false
667,667,"Lemonade - Island Tea, 591 Ml",12,366.42,8155.55,1/17/2021,Apt 62,credit card,true
668,668,Sour Puss Raspberry,40,792.3,2650.85,10/3/2021,Room 1148,debit card,true
669,669,"Bar Mix - Pina Colada, 355 Ml",96,262.26,4014.94,6/11/2021,Room 1580,debit card,false
670,670,Cinnamon Rolls,43,675.81,7257.92,2/4/2021,Apt 1398,debit card,false
671,671,Apple - Northern Spy,76,877.88,7024.91,2/19/2021,Suite 61,credit card,true
672,672,Breakfast Quesadillas,89,217.1,5358.41,3/27/2021,13th Floor,cash,true
673,673,Bagel - Sesame Seed Presliced,89,715.51,2098.44,6/8/2021,5th Floor,cash,false
674,674,Ice Cream - Super Sandwich,90,588.93,3612.05,7/30/2021,Room 701,cash,true
675,675,"Pasta - Fettuccine, Dry",20,216.34,2828.52,10/25/2021,Room 1371,debit card,false
676,676,Dill Weed - Fresh,70,209.15,7369.86,11/1/2021,Suite 91,debit card,true
677,677,Pants Custom Dry Clean,68,15.03,9923.98,3/21/2021,Room 183,cash,false
678,678,Rolled Oats,2,184.68,5841.35,4/5/2021,PO Box 23214,credit card,true
679,679,"Bread - Pita, Mini",76,219.74,6485.36,6/10/2021,Room 781,credit card,false
680,680,Cape Capensis - Fillet,86,296.91,4389.95,5/18/2021,18th Floor,credit card,false
681,681,Persimmons,72,918.73,2581.01,12/18/2021,Room 704,cash,true
682,682,Pizza Pizza Dough,58,440.67,3454.62,7/17/2021,Room 365,cash,true
683,683,Beef Tenderloin Aaa,63,873.42,8320.19,7/30/2021,Apt 981,debit card,false
684,684,Capon - Whole,32,827.29,642.08,4/15/2021,3rd Floor,cash,false
685,685,Beer - Camerons Auburn,49,191.75,4395.25,11/16/2021,Suite 27,credit card,true
686,686,Mushrooms - Honey,94,991.75,9886.73,9/12/2021,Room 1729,cash,false
687,687,Cheese - Grie Des Champ,97,275.2,9529.53,2/3/2021,Apt 939,credit card,false
688,688,Pea - Snow,100,51.11,2977.64,9/18/2021,PO Box 16128,credit card,true
689,689,Bouillion - Fish,30,611.53,2601.64,6/8/2021,7th Floor,cash,true
690,690,"Split Peas - Green, Dry",89,150.96,8212.8,4/24/2021,PO Box 16103,credit card,false
691,691,Coffee - Egg Nog Capuccino,29,104.24,9245.32,1/30/2021,4th Floor,credit card,false
692,692,General Purpose Trigger,95,571.36,3782.09,8/15/2021,Apt 1728,credit card,true
693,693,Banana Turning,18,976.02,9973.82,8/3/2021,Room 1999,credit card,false
694,694,"Salmon - Atlantic, Skin On",14,835.91,4437.04,5/27/2021,Room 1711,debit card,true
695,695,Wine - Blue Nun Qualitatswein,4,865.73,2444.72,8/3/2021,Room 541,cash,false
696,696,Flour - All Purpose,94,439.44,955.37,4/27/2021,Suite 29,debit card,true
697,697,"Soup - Clam Chowder, Dry Mix",67,145.78,2969.58,5/10/2021,Apt 1487,credit card,true
698,698,Soup Campbells Mexicali Tortilla,34,698.81,199.9,10/6/2021,Apt 777,credit card,true
699,699,Veal - Insides Provini,86,869.61,6747.12,1/20/2021,Apt 1519,credit card,false
700,700,Beans - Green,14,756.86,704.88,1/31/2021,Apt 1546,debit card,true
701,701,"Juice - Tomato, 48 Oz",34,263.22,4998.77,4/25/2021,Suite 37,debit card,true
702,702,"Yogurt - Strawberry, 175 Gr",36,308.59,8023.09,6/17/2021,Apt 1191,credit card,true
703,703,Sprouts - Pea,73,926.28,5109.14,2/22/2021,Suite 63,debit card,false
704,704,Chicken Breast Halal,30,336.37,2689.08,7/1/2021,5th Floor,debit card,false
705,705,Leeks - Large,30,779.33,175.1,3/12/2021,Room 392,debit card,true
706,706,Flower - Daisies,91,599.87,5038.21,6/2/2021,13th Floor,debit card,false
707,707,Leeks - Large,18,303.76,4615.71,4/27/2021,Apt 1005,debit card,true
708,708,"Pasta - Cappellini, Dry",22,887.02,5774.71,12/15/2021,PO Box 99442,credit card,true
709,709,Muffin Orange Individual,34,550.93,8001.08,4/25/2021,Apt 916,debit card,false
710,710,"Red Snapper - Fresh, Whole",23,235.58,8245.68,5/19/2021,Suite 11,cash,true
711,711,Cheese - Grana Padano,39,769.03,5699.19,4/3/2021,Room 751,credit card,false
712,712,"Wine - Magnotta, White",94,264.76,9138.17,5/16/2021,PO Box 92175,cash,false
713,713,"Tart Shells - Sweet, 4",96,527.36,386.79,10/5/2021,Suite 30,cash,false
714,714,Coffee - French Vanilla Frothy,67,289.24,2031.09,12/28/2021,Apt 276,credit card,false
715,715,Scallops - U - 10,58,946.13,6920.04,5/2/2021,Suite 5,cash,false
716,716,Pastry - Key Limepoppy Seed Tea,9,230.64,465.09,12/8/2021,Room 890,debit card,true
717,717,Table Cloth 62x120 White,59,715.0,252.83,1/18/2021,PO Box 78639,credit card,false
718,718,Swiss Chard - Red,54,863.68,8302.83,1/30/2021,Apt 1237,cash,true
719,719,Sugar - Individual Portions,30,660.39,4947.67,6/9/2021,Apt 1805,debit card,false
720,720,Salt And Pepper Mix - White,43,841.53,2952.43,2/27/2021,16th Floor,cash,false
721,721,Beef - Bresaola,12,436.5,8765.22,10/3/2021,Suite 76,debit card,true
722,722,Parsley - Dried,73,509.06,1927.99,12/23/2021,6th Floor,cash,true
723,723,Lamb - Shanks,15,42.16,3518.5,9/6/2021,14th Floor,cash,false
724,724,Sping Loaded Cup Dispenser,9,935.44,6710.59,3/24/2021,Room 1742,debit card,true
725,725,"Beef - Rib Roast, Cap On",35,619.71,873.08,12/1/2021,9th Floor,credit card,false
726,726,"Sole - Dover, Whole, Fresh",11,782.86,9671.99,11/19/2021,Suite 53,debit card,false
727,727,"Asparagus - White, Fresh",67,903.66,3814.12,1/17/2021,8th Floor,credit card,false
728,728,Ecolab - Medallion,23,186.75,8181.9,5/13/2021,Apt 165,debit card,false
729,729,Cheese - Shred Cheddar / Mozza,42,722.15,4861.44,10/9/2021,Suite 80,debit card,true
730,730,Scallops - Live In Shell,16,781.13,5821.48,9/29/2021,9th Floor,credit card,false
731,731,Chicken - Whole,78,282.08,5736.11,3/5/2021,Apt 1651,debit card,true
732,732,Juice - Lemon,69,953.61,3211.53,9/14/2021,Suite 45,credit card,true
733,733,Squeeze Bottle,51,894.94,5088.48,12/6/2021,Suite 12,debit card,true
734,734,Longos - Lasagna Beef,6,266.85,8074.86,10/2/2021,Apt 1849,cash,true
735,735,Red Pepper Paste,6,659.1,292.42,2/9/2021,Suite 51,debit card,false
736,736,Beer - Sleeman Fine Porter,100,108.85,5553.18,4/28/2021,2nd Floor,cash,true
737,737,Lettuce - Boston Bib,55,943.8,3084.26,10/5/2021,Suite 27,credit card,false
738,738,Cocoa Butter,79,649.82,6462.55,8/9/2021,PO Box 71385,cash,true
739,739,"Rum - Coconut, Malibu",80,377.51,3738.19,7/27/2021,PO Box 14685,debit card,true
740,740,Tequila - Sauza Silver,93,479.73,4.67,11/1/2021,Suite 57,debit card,false
741,741,Mustard Prepared,33,30.31,7788.57,1/5/2021,Apt 1937,credit card,false
742,742,"Water - Spring Water, 355 Ml",12,152.34,2369.39,1/23/2021,PO Box 45543,cash,true
743,743,Soup Bowl Clear 8oz92008,71,875.57,5661.84,7/23/2021,7th Floor,credit card,false
744,744,"Cheese - Brie, Triple Creme",66,397.59,1231.86,3/3/2021,Suite 79,credit card,true
745,745,Yoghurt Tubes,40,613.5,9697.71,3/20/2021,PO Box 74831,credit card,true
746,746,Table Cloth 53x53 White,85,447.34,7417.87,1/14/2021,Suite 100,debit card,true
747,747,Appetizer - Cheese Bites,64,75.13,9518.75,2/20/2021,PO Box 14419,debit card,true
748,748,Capon - Whole,43,327.77,8458.68,12/26/2021,PO Box 36492,credit card,false
749,749,"Nut - Almond, Blanched, Sliced",28,482.61,2204.21,5/28/2021,Room 1108,cash,true
750,750,Tomatoes - Roma,44,599.79,5098.2,4/27/2021,PO Box 17919,cash,false
751,751,"Bread - Rolls, Rye",99,177.63,5699.38,3/8/2021,Apt 1654,credit card,true
752,752,"Pasta - Lasagne, Fresh",83,621.93,6697.44,3/22/2021,PO Box 84016,debit card,true
753,753,Ecolab Silver Fusion,22,388.8,5636.89,4/19/2021,Suite 83,credit card,false
754,754,Wine - Vidal Icewine Magnotta,72,172.56,7098.76,6/25/2021,Room 1868,debit card,false
755,755,Pork - European Side Bacon,16,787.46,8480.49,3/9/2021,5th Floor,cash,true
756,756,Gatorade - Lemon Lime,94,447.32,4802.95,4/29/2021,Room 1225,cash,false
757,757,Nantuket Peach Orange,55,254.87,3551.52,1/12/2021,Suite 35,debit card,false
758,758,Parsnip,39,634.02,3274.87,3/23/2021,19th Floor,debit card,true
759,759,"Pepper - White, Ground",59,887.13,3338.33,4/19/2021,Apt 463,cash,true
760,760,Kiwi Gold Zespri,62,319.98,3399.89,5/28/2021,Suite 77,credit card,false
761,761,"Lemonade - Black Cherry, 591 Ml",14,801.95,4558.58,9/13/2021,Suite 17,cash,false
762,762,Tomatoes - Yellow Hot House,4,77.04,2680.0,1/10/2021,Suite 83,cash,true
763,763,Veal - Bones,30,267.33,1768.31,10/2/2021,Apt 1977,credit card,true
764,764,Sword Pick Asst,92,466.98,6765.05,12/26/2021,10th Floor,credit card,true
765,765,"Wine - White, Concha Y Toro",25,234.61,6339.32,9/10/2021,Room 1820,debit card,false
766,766,Bread - White Epi Baguette,100,250.99,4700.15,11/23/2021,Suite 86,debit card,true
767,767,"Lid - 10,12,16 Oz",46,691.02,3207.41,11/20/2021,Room 1763,debit card,true
768,768,Puree - Mocha,99,488.75,7765.58,11/22/2021,Room 1568,credit card,true
769,769,"Pork - Tenderloin, Fresh",14,2.25,9873.14,4/12/2021,PO Box 91414,cash,false
770,770,Wine - Pinot Noir Mondavi Coastal,85,578.68,8311.94,10/27/2021,16th Floor,credit card,true
771,771,"Beef - Roasted, Cooked",49,506.04,907.84,6/26/2021,Apt 1125,debit card,true
772,772,Water Chestnut - Canned,62,934.91,1405.17,11/7/2021,17th Floor,cash,false
773,773,"Soup - Knorr, Ministrone",21,118.78,1046.73,11/18/2021,9th Floor,credit card,false
774,774,Appetizer - Tarragon Chicken,68,169.16,3284.61,12/19/2021,Room 1470,cash,false
775,775,Samosa - Veg,99,848.08,4618.47,9/5/2021,Room 1996,credit card,false
776,776,"Pepper - Chipotle, Canned",49,154.66,696.88,1/25/2021,11th Floor,debit card,true
777,777,Nantucket Orange Juice,43,941.44,3642.04,9/16/2021,Apt 1655,credit card,true
778,778,Pork - Back Ribs,42,488.68,7645.28,9/28/2021,Apt 458,credit card,true
779,779,Sardines,46,994.91,3017.87,6/23/2021,Apt 1010,cash,false
780,780,Garlic Powder,62,214.92,3998.34,2/13/2021,Room 1498,debit card,true
781,781,Lettuce - Green Leaf,23,243.6,612.75,7/25/2021,Apt 1788,cash,true
782,782,Greens Mustard,59,327.62,1733.76,8/10/2021,Suite 43,credit card,true
783,783,Mix - Cocktail Strawberry Daiquiri,47,956.97,8669.43,4/25/2021,PO Box 20405,cash,true
784,784,Pectin,25,195.17,7595.81,7/19/2021,Room 1409,credit card,false
785,785,Yogurt - Plain,45,314.73,6573.02,12/17/2021,17th Floor,debit card,false
786,786,Tomatoes - Yellow Hot House,88,95.43,7025.61,12/30/2021,Apt 987,cash,true
787,787,Cheese - Ricotta,95,102.12,7190.51,3/13/2021,9th Floor,cash,true
788,788,"Quail - Whole, Boneless",6,860.18,6509.75,11/29/2021,Suite 72,cash,false
789,789,Sprouts - China Rose,54,601.06,9553.24,3/29/2021,Suite 18,cash,true
790,790,Foil Cont Round,71,666.44,6576.89,2/19/2021,1st Floor,cash,false
791,791,"Bread - Pullman, Sliced",71,7.75,6823.75,10/8/2021,PO Box 82610,credit card,true
792,792,Bagelers - Cinn / Brown,7,350.96,9476.12,11/7/2021,12th Floor,debit card,false
793,793,The Pop Shoppe - Grape,38,147.55,4268.89,9/6/2021,Suite 50,debit card,false
794,794,"Chocolate - Pistoles, Lactee, Milk",15,88.14,5442.18,6/21/2021,Suite 95,debit card,true
795,795,Beef - Bresaola,81,712.52,6498.62,7/19/2021,PO Box 2111,cash,false
796,796,Cactus Pads,40,348.47,3763.37,6/23/2021,Suite 27,debit card,false
797,797,Cream - 10%,22,25.08,5800.53,11/6/2021,14th Floor,debit card,false
798,798,Tea - Green,98,900.62,5081.67,4/4/2021,PO Box 85660,cash,true
799,799,"Doilies - 10, Paper",60,570.52,1148.91,3/10/2021,17th Floor,debit card,false
800,800,Cookie Trail Mix,89,482.45,2320.07,7/18/2021,PO Box 87130,debit card,false
801,801,Cheese - Parmigiano Reggiano,59,899.92,1425.83,10/10/2021,Room 1417,debit card,true
802,802,Wine - Prosecco Valdobiaddene,1,408.13,5436.66,4/11/2021,14th Floor,credit card,true
803,803,Soup - Campbells Beef Stew,52,225.55,6599.72,5/22/2021,Apt 361,debit card,true
804,804,Almonds Ground Blanched,24,554.25,4251.29,5/26/2021,PO Box 76409,debit card,true
805,805,Mace,3,222.41,5962.42,6/1/2021,5th Floor,credit card,false
806,806,Carbonated Water - White Grape,65,885.55,5086.01,1/7/2021,Suite 95,credit card,false
807,807,Coriander - Seed,73,882.31,8991.68,5/18/2021,Suite 69,debit card,true
808,808,Wine - Zonnebloem Pinotage,68,119.49,7424.74,2/10/2021,PO Box 95331,credit card,true
809,809,"Tart Shells - Sweet, 4",9,981.65,5577.74,11/9/2021,Suite 65,credit card,false
810,810,Steam Pan Full Lid,52,320.86,5093.98,2/17/2021,PO Box 76762,credit card,true
811,811,Marjoram - Fresh,36,829.13,9620.52,6/30/2021,Room 1925,cash,true
812,812,"Water - Mineral, Natural",4,215.12,966.11,8/20/2021,PO Box 81992,cash,true
813,813,Mustard - Seed,22,148.57,1068.8,5/21/2021,PO Box 1435,cash,true
814,814,Extract Vanilla Pure,28,365.21,1707.92,8/20/2021,PO Box 6094,cash,true
815,815,Tobasco Sauce,52,801.5,8770.74,6/1/2021,Apt 314,cash,true
816,816,Pan Grease,2,779.25,119.68,1/30/2021,Room 170,cash,true
817,817,"Cherries - Bing, Canned",83,614.11,6298.86,10/31/2021,3rd Floor,cash,true
818,818,Bread - Italian Sesame Poly,2,150.36,7407.58,9/26/2021,Suite 19,debit card,false
819,819,Vegetable - Base,79,956.08,5515.62,5/30/2021,Apt 1630,credit card,true
820,820,"Oil - Olive, Extra Virgin",68,691.64,2028.74,4/10/2021,Suite 26,credit card,true
821,821,Aromat Spice / Seasoning,46,341.55,8710.97,5/22/2021,PO Box 29375,cash,false
822,822,Appetizer - Mushroom Tart,32,155.15,7190.59,4/20/2021,Room 1793,debit card,true
823,823,Potato - Sweet,63,89.15,1535.32,10/12/2021,Suite 85,credit card,true
824,824,Sauce - Ranch Dressing,63,159.95,2611.84,2/4/2021,4th Floor,cash,false
825,825,Appetizer - Tarragon Chicken,74,866.46,9269.81,4/4/2021,Room 1248,credit card,false
826,826,Amaretto,83,125.33,2060.68,10/25/2021,Room 1437,debit card,true
827,827,Paper Cocktail Umberlla 80 - 180,92,380.88,467.67,1/30/2021,17th Floor,cash,true
828,828,Island Oasis - Magarita Mix,25,597.42,7191.69,5/22/2021,PO Box 92131,credit card,true
829,829,"Zucchini - Mini, Green",16,169.9,6065.72,10/7/2021,Suite 46,cash,true
830,830,Cauliflower,61,421.27,9954.03,7/12/2021,4th Floor,cash,false
831,831,Table Cloth 144x90 White,83,544.46,5479.87,1/19/2021,12th Floor,cash,true
832,832,Wine - Jafflin Bourgongone,38,515.84,2754.49,2/17/2021,Room 786,debit card,false
833,833,Muffin - Bran Ind Wrpd,88,688.71,9284.44,12/3/2021,PO Box 43912,debit card,false
834,834,Garlic - Elephant,91,542.61,3677.52,5/24/2021,Suite 98,credit card,true
835,835,Coffee - Hazelnut Cream,95,161.73,7657.62,11/10/2021,17th Floor,cash,false
836,836,Bread - Frozen Basket Variety,30,179.63,7858.69,4/19/2021,Suite 37,cash,false
837,837,"Soup - Cream Of Broccoli, Dry",18,246.52,2785.04,3/16/2021,19th Floor,cash,true
838,838,Pork - Backs - Boneless,42,511.66,9415.09,12/12/2021,Apt 1536,debit card,false
839,839,"Stock - Veal, White",52,270.45,8412.76,12/14/2021,Room 615,debit card,true
840,840,"Wine - Magnotta, Merlot Sr Vqa",67,58.56,7667.28,2/19/2021,Suite 24,cash,false
841,841,"Beef - Ox Tail, Frozen",45,419.88,258.79,11/1/2021,PO Box 6241,cash,true
842,842,Wine - Hardys Bankside Shiraz,78,240.8,1529.04,11/3/2021,Apt 962,cash,true
843,843,Muffin Carrot - Individual,98,327.74,2945.77,1/8/2021,Suite 4,credit card,false
844,844,Smoked Paprika,35,286.85,9240.96,5/23/2021,3rd Floor,credit card,true
845,845,Water - Tonic,51,941.74,5835.83,5/30/2021,Room 750,debit card,false
846,846,Pasta - Angel Hair,46,284.32,1766.46,2/11/2021,13th Floor,cash,false
847,847,Icecream - Dstk Strw Chseck,89,983.32,3333.97,7/4/2021,Suite 43,credit card,false
848,848,Muffin - Mix - Bran And Maple 15l,80,974.08,7238.16,11/29/2021,Suite 72,credit card,false
849,849,Bagel - 12 Grain Preslice,60,654.92,4649.86,5/3/2021,Suite 73,credit card,true
850,850,Jicama,65,259.86,4661.57,1/5/2021,5th Floor,debit card,true
851,851,"Wine - White, Colubia Cresh",75,723.78,5296.59,3/31/2021,Suite 59,credit card,true
852,852,"Wine - White, Colubia Cresh",83,542.71,8650.23,10/5/2021,PO Box 35344,cash,false
853,853,Fib N9 - Prague Powder,27,460.89,6362.59,8/4/2021,15th Floor,debit card,false
854,854,Carbonated Water - Lemon Lime,55,3.78,2038.85,7/10/2021,PO Box 27667,debit card,false
855,855,Muffin Batt - Carrot Spice,79,568.89,7838.83,11/8/2021,9th Floor,cash,true
856,856,Oven Mitts - 15 Inch,38,952.78,2053.66,6/4/2021,Apt 1070,debit card,false
857,857,Onions - Cippolini,59,187.29,4150.51,5/15/2021,3rd Floor,credit card,false
858,858,Water - Evian 355 Ml,88,514.7,12.97,3/2/2021,PO Box 65185,debit card,false
859,859,Sauce - Thousand Island,99,269.65,364.43,8/15/2021,PO Box 11553,debit card,false
860,860,Coffee Swiss Choc Almond,9,507.09,233.55,6/5/2021,Suite 39,cash,false
861,861,Ice Cream - Vanilla,11,964.54,3199.78,9/12/2021,Suite 22,debit card,true
862,862,Mahi Mahi,85,900.46,4347.98,3/4/2021,Suite 71,cash,true
863,863,Puff Pastry - Sheets,64,24.98,1958.64,6/27/2021,Suite 57,credit card,true
864,864,Ham - Cooked Bayonne Tinned,52,34.56,2008.4,10/1/2021,Apt 987,debit card,true
865,865,Cheese - Feta,7,912.23,5636.97,12/17/2021,Suite 97,credit card,false
866,866,Bag Stand,26,423.76,4893.54,9/22/2021,Room 1495,credit card,true
867,867,"Soup - Knorr, Ministrone",70,133.18,8084.12,7/19/2021,12th Floor,cash,true
868,868,"Bread - Rolls, Rye",78,948.42,1792.02,1/27/2021,Suite 4,credit card,false
869,869,Water - Tonic,100,717.83,2591.91,10/4/2021,PO Box 83935,credit card,true
870,870,"Chestnuts - Whole,canned",91,155.4,7027.59,4/21/2021,Suite 57,cash,false
871,871,"Nut - Peanut, Roasted",98,377.46,9179.7,10/7/2021,18th Floor,debit card,false
872,872,Ostrich - Fan Fillet,69,964.52,3303.14,2/23/2021,PO Box 34297,debit card,false
873,873,"Cheese - Manchego, Spanish",36,422.36,8130.15,11/23/2021,16th Floor,credit card,true
874,874,Chevril,35,987.04,3658.5,5/13/2021,Suite 41,credit card,true
875,875,Cheese - Brick With Onion,45,54.84,8296.69,12/12/2021,16th Floor,credit card,true
876,876,Sauce - Caesar Dressing,28,840.13,3762.47,12/1/2021,Room 1582,credit card,false
877,877,Beef Tenderloin Aaa,14,479.69,265.05,3/2/2021,Room 1141,credit card,false
878,878,Corn Meal,64,148.29,2147.04,8/12/2021,15th Floor,debit card,false
879,879,Muffin - Banana Nut Individual,87,289.14,6687.16,5/10/2021,Suite 38,credit card,true
880,880,Towel Dispenser,85,202.49,1025.38,1/7/2021,Room 1964,cash,true
881,881,Soup Campbells - Italian Wedding,86,351.52,9568.19,4/17/2021,13th Floor,debit card,false
882,882,Taro Leaves,35,589.03,4575.03,3/27/2021,PO Box 56640,credit card,false
883,883,Plate Pie Foil,18,781.05,3918.26,1/24/2021,Suite 16,cash,true
884,884,Daves Island Stinger,72,380.98,3396.54,3/11/2021,Suite 59,debit card,true
885,885,Soup Knorr Chili With Beans,79,428.66,9440.4,6/3/2021,Suite 81,debit card,false
886,886,Cake - Dulce De Leche,77,588.39,9321.79,9/29/2021,Apt 1209,debit card,true
